loan_id, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, loan_status
447, Graduate, Yes,1400000,5100000,6,890,4100000, Approved
448, Graduate, Yes,8600000,27900000,20,415,12200000, Rejected
449, Graduate, No,4700000,15700000,4,868,3300000, Approved
450, Graduate, Yes,2900000,5800000,12,353,8400000, Rejected
451, Not Graduate, No,9000000,29000000,16,590,4600000, Approved
452, Graduate, Yes,500000,900000,18,618,1400000, Approved
453, Not Graduate, Yes,700000,1700000,10,539,1400000, Rejected
454, Graduate, No,6800000,27000000,4,429,17100000, Approved
455, Graduate, No,1800000,4700000,8,792,4500000, Approved
456, Not Graduate, No,6000000,12400000,2,608,3000000, Approved
457, Graduate, Yes,5400000,21500000,14,555,4300000, Approved
458, Graduate, Yes,8400000,17500000,12,620,15300000, Approved
459, Graduate, No,7400000,20900000,6,635,15600000, Approved
460, Graduate, No,3200000,12500000,10,457,6100000, Rejected
461, Graduate, Yes,5400000,21400000,8,350,2600000, Rejected
462, Graduate, Yes,1000000,2500000,14,885,2200000, Approved
463, Graduate, No,4400000,14700000,16,638,4000000, Approved
464, Graduate, Yes,3800000,10500000,12,710,1800000, Approved
465, Not Graduate, Yes,6100000,20900000,18,470,500000, Rejected
466, Not Graduate, Yes,5500000,17300000,16,874,1000000, Approved
467, Not Graduate, Yes,500000,1800000,18,411,1000000, Rejected
468, Not Graduate, Yes,300000,1100000,2,482,200000, Approved
469, Graduate, Yes,6200000,16900000,2,396,10600000, Rejected
470, Not Graduate, No,300000,900000,20,436,0, Rejected
471, Not Graduate, Yes,6900000,22100000,20,303,13600000, Rejected
472, Graduate, No,3700000,11400000,12,728,4200000, Approved
473, Not Graduate, Yes,8800000,28600000,10,775,5200000, Approved
474, Graduate, Yes,8200000,23500000,12,402,15100000, Rejected
475, Not Graduate, Yes,9200000,31500000,18,698,5300000, Approved
476, Not Graduate, No,2400000,7800000,14,665,5200000, Approved
477, Not Graduate, No,4100000,13500000,18,490,4700000, Rejected
478, Graduate, No,8000000,31900000,12,504,23800000, Rejected
479, Not Graduate, Yes,3600000,8600000,8,790,5400000, Approved
480, Not Graduate, Yes,700000,2700000,20,669,100000, Approved
481, Not Graduate, No,8300000,30700000,6,381,21700000, Rejected
482, Graduate, Yes,5300000,15000000,2,900,1700000, Approved
483, Graduate, No,8300000,24900000,16,506,15400000, Rejected
484, Not Graduate, Yes,2500000,8800000,12,538,4900000, Rejected
485, Graduate, Yes,5400000,14400000,8,677,11000000, Approved
486, Graduate, No,1600000,4900000,8,685,3200000, Approved
487, Not Graduate, No,2400000,6200000,12,860,4900000, Approved
488, Not Graduate, No,6300000,14800000,6,608,16100000, Approved
489, Graduate, Yes,2500000,5300000,10,540,2300000, Rejected
490, Graduate, Yes,7500000,16800000,16,492,21500000, Rejected
491, Not Graduate, No,2900000,8500000,14,834,1200000, Approved
492, Graduate, Yes,1000000,3500000,16,834,800000, Approved
493, Graduate, Yes,8600000,28800000,8,890,23300000, Approved
494, Not Graduate, No,300000,1100000,12,443,600000, Rejected
495, Not Graduate, No,2300000,5700000,18,329,5600000, Rejected
496, Not Graduate, Yes,2400000,5400000,12,739,300000, Approved
497, Graduate, Yes,9800000,30300000,6,867,20800000, Approved
498, Not Graduate, No,8100000,24800000,6,307,200000, Rejected
499, Graduate, No,6700000,15500000,18,492,2100000, Rejected
500, Not Graduate, Yes,8400000,24700000,18,698,23000000, Approved
501, Graduate, No,200000,700000,8,851,400000, Approved
502, Graduate, No,4700000,12500000,14,375,1300000, Rejected
503, Graduate, Yes,4300000,14300000,14,601,3800000, Approved
504, Not Graduate, No,2200000,7000000,20,756,3600000, Approved
505, Graduate, Yes,8600000,19200000,4,868,20400000, Approved
506, Graduate, Yes,2000000,7200000,10,838,2500000, Approved
507, Not Graduate, Yes,4200000,15900000,14,375,7200000, Rejected
508, Not Graduate, Yes,5100000,12500000,18,778,3300000, Approved
509, Graduate, Yes,4100000,11200000,6,442,12200000, Rejected
510, Graduate, Yes,9900000,39500000,12,808,11800000, Approved
511, Not Graduate, Yes,3200000,9000000,20,372,2700000, Rejected
512, Graduate, No,5500000,19000000,4,597,1100000, Approved
513, Graduate, Yes,7800000,29100000,20,435,21100000, Rejected
514, Graduate, Yes,3400000,9700000,20,728,1500000, Approved
515, Graduate, Yes,7900000,25900000,14,373,10900000, Rejected
516, Graduate, Yes,8900000,18500000,10,367,6100000, Rejected
517, Graduate, No,7300000,19100000,14,552,2000000, Approved
518, Not Graduate, Yes,3300000,10600000,8,465,500000, Rejected
519, Graduate, Yes,2900000,10500000,8,607,4400000, Approved
520, Graduate, Yes,500000,1300000,4,427,1400000, Rejected
521, Not Graduate, No,7200000,21200000,4,711,10800000, Approved
522, Not Graduate, No,8300000,24100000,14,823,5900000, Approved
523, Not Graduate, Yes,8700000,20500000,6,523,19300000, Rejected
524, Not Graduate, Yes,7100000,27900000,10,328,9000000, Rejected
525, Graduate, Yes,9800000,28200000,12,721,15800000, Approved
526, Graduate, Yes,6900000,17000000,20,599,18100000, Approved
527, Not Graduate, No,2400000,5000000,14,580,5900000, Approved
528, Not Graduate, Yes,2100000,4900000,10,744,200000, Approved
529, Graduate, Yes,7200000,23900000,4,559,4200000, Approved
530, Graduate, No,4600000,13500000,16,587,7700000, Approved
531, Graduate, Yes,9900000,31800000,18,817,23400000, Approved
532, Not Graduate, Yes,300000,1000000,20,655,0, Approved
533, Graduate, Yes,6900000,23900000,6,382,17100000, Rejected
534, Graduate, Yes,1700000,4300000,6,765,5000000, Approved
535, Graduate, Yes,4400000,10000000,20,516,7400000, Rejected
536, Not Graduate, Yes,4300000,15000000,8,383,4700000, Rejected
537, Not Graduate, No,3700000,14100000,6,633,800000, Approved
538, Graduate, No,5900000,15200000,2,547,17100000, Rejected
539, Not Graduate, Yes,8600000,26300000,10,843,23300000, Approved
540, Not Graduate, Yes,3400000,13200000,8,783,6500000, Approved
541, Not Graduate, Yes,1000000,3200000,14,790,1900000, Approved
542, Not Graduate, Yes,4400000,14200000,16,409,12700000, Rejected
543, Not Graduate, No,3600000,7800000,14,376,9800000, Rejected
544, Not Graduate, No,1400000,2700000,8,625,3100000, Approved
545, Not Graduate, No,5300000,10900000,18,707,12900000, Approved
546, Graduate, Yes,9400000,20500000,6,645,17400000, Approved
547, Not Graduate, Yes,6600000,22100000,6,887,3600000, Approved
548, Graduate, No,9800000,37600000,18,319,19200000, Rejected
549, Not Graduate, No,1900000,4900000,20,647,4100000, Approved
550, Not Graduate, Yes,5800000,22500000,6,888,11900000, Approved
551, Not Graduate, No,3100000,10400000,10,420,6900000, Rejected
552, Graduate, No,6800000,18400000,2,791,4000000, Approved
553, Not Graduate, No,4600000,16200000,12,891,5900000, Approved
554, Not Graduate, Yes,200000,700000,16,641,600000, Approved
555, Not Graduate, Yes,9500000,22800000,6,319,200000, Rejected
556, Not Graduate, Yes,6200000,22200000,20,819,13500000, Approved
557, Not Graduate, Yes,9700000,32300000,18,387,11600000, Rejected
558, Graduate, Yes,4200000,12300000,2,686,10500000, Approved
559, Graduate, Yes,5700000,12000000,4,415,15700000, Rejected
560, Graduate, Yes,200000,500000,6,885,-100000, Rejected
561, Graduate, No,8000000,25500000,4,722,17200000, Approved
562, Graduate, No,5200000,20400000,20,761,4700000, Approved
563, Graduate, Yes,7100000,15200000,8,389,5900000, Rejected
564, Graduate, Yes,9300000,27900000,12,600,2100000, Approved
565, Graduate, No,2000000,6100000,2,407,1900000, Approved
566, Graduate, Yes,3900000,14000000,18,829,5200000, Approved
567, Not Graduate, No,2800000,5900000,6,895,1000000, Approved
568, Graduate, Yes,3000000,11100000,12,441,8500000, Rejected
569, Not Graduate, No,4500000,9800000,16,895,9800000, Approved
570, Graduate, No,1900000,4300000,4,826,2400000, Approved
571, Graduate, No,2300000,7200000,8,453,3000000, Rejected
572, Graduate, No,4700000,17500000,2,701,5400000, Approved
573, Not Graduate, Yes,1300000,2700000,8,627,100000, Approved
574, Graduate, No,3100000,11000000,2,543,5900000, Approved
575, Graduate, No,8400000,17500000,18,411,13200000, Rejected
576, Graduate, Yes,1700000,5800000,4,583,2000000, Approved
577, Not Graduate, No,1900000,7500000,2,889,600000, Approved
578, Not Graduate, No,2400000,8600000,8,684,3400000, Approved
579, Graduate, No,6800000,20500000,10,578,500000, Approved
580, Graduate, No,2900000,10900000,20,445,6600000, Rejected
581, Graduate, Yes,8900000,26300000,10,369,23900000, Rejected
582, Not Graduate, No,8800000,22200000,18,794,8400000, Approved
583, Graduate, Yes,8200000,19200000,16,492,16500000, Rejected
584, Not Graduate, Yes,3600000,13200000,16,557,9800000, Approved
585, Graduate, Yes,9500000,31800000,6,519,5900000, Rejected
586, Not Graduate, Yes,1900000,5700000,18,699,5500000, Approved
587, Not Graduate, Yes,9100000,24600000,2,741,8000000, Approved
588, Graduate, No,1100000,3800000,18,508,200000, Rejected
589, Not Graduate, Yes,1100000,2800000,10,647,2700000, Approved
590, Graduate, No,9300000,28600000,14,656,17300000, Approved
591, Graduate, Yes,3900000,10600000,2,439,300000, Rejected
592, Not Graduate, Yes,1500000,4000000,12,350,2900000, Rejected
593, Graduate, No,800000,2200000,6,493,900000, Rejected
594, Graduate, No,600000,1800000,6,851,100000, Approved
595, Graduate, No,4400000,12500000,18,492,7900000, Rejected
596, Graduate, Yes,2700000,5400000,6,861,6300000, Approved
597, Not Graduate, Yes,6200000,14600000,2,664,18300000, Approved
598, Graduate, Yes,700000,1300000,16,362,2100000, Rejected
599, Graduate, No,3400000,9400000,6,703,600000, Approved
600, Not Graduate, Yes,4900000,16800000,12,758,1700000, Approved
601, Not Graduate, Yes,4200000,9700000,2,396,700000, Rejected
602, Graduate, Yes,5300000,10600000,2,828,8100000, Approved
603, Graduate, Yes,3700000,10000000,20,709,8000000, Approved
604, Not Graduate, Yes,5600000,17500000,10,528,14200000, Rejected
605, Graduate, Yes,4300000,16000000,14,623,9800000, Approved
606, Not Graduate, Yes,7100000,24500000,14,599,9100000, Approved
607, Graduate, Yes,5400000,12700000,4,622,11000000, Approved
608, Not Graduate, No,6000000,13100000,6,385,16600000, Rejected
609, Graduate, Yes,4100000,12500000,2,579,10900000, Approved
610, Not Graduate, No,8300000,17900000,20,846,12700000, Approved
611, Graduate, No,8100000,23900000,10,449,7100000, Rejected
612, Not Graduate, No,7200000,24900000,14,666,3600000, Approved
613, Graduate, No,7200000,17500000,4,380,2300000, Rejected
614, Graduate, Yes,3500000,8100000,4,589,3800000, Approved
615, Graduate, No,6200000,19500000,12,845,9100000, Approved
616, Not Graduate, No,5200000,17300000,10,401,2600000, Rejected
617, Not Graduate, No,4500000,14500000,2,766,6100000, Approved
618, Not Graduate, No,5400000,15100000,12,522,5200000, Rejected
619, Not Graduate, Yes,2000000,6900000,6,834,2200000, Approved
620, Graduate, No,8900000,25400000,8,588,19400000, Approved
621, Graduate, No,5000000,10600000,4,570,11900000, Approved
622, Graduate, No,4900000,17600000,6,860,13600000, Approved
623, Graduate, Yes,5300000,19200000,4,655,14200000, Approved
624, Not Graduate, Yes,8500000,27700000,4,457,3600000, Approved
625, Graduate, Yes,700000,2100000,14,863,100000, Approved
626, Not Graduate, Yes,5900000,18900000,4,742,10800000, Approved
627, Graduate, No,3500000,13300000,4,798,7400000, Approved
628, Not Graduate, Yes,7700000,18900000,16,552,15600000, Approved
629, Not Graduate, Yes,4500000,12500000,12,418,400000, Rejected
630, Graduate, No,9100000,22200000,6,419,7400000, Rejected
631, Not Graduate, Yes,9000000,29900000,2,668,22100000, Approved
632, Not Graduate, No,8900000,29200000,8,608,10800000, Approved
633, Not Graduate, No,6500000,13800000,10,342,15300000, Rejected
634, Not Graduate, Yes,8100000,18000000,8,817,1400000, Approved
635, Not Graduate, No,8400000,29900000,16,476,16100000, Rejected
636, Not Graduate, No,5300000,20000000,6,881,15900000, Approved
637, Graduate, No,4100000,15600000,12,838,5500000, Approved
638, Not Graduate, No,6900000,27400000,4,406,10200000, Approved
639, Graduate, Yes,5200000,19500000,12,778,5200000, Approved
640, Not Graduate, Yes,2000000,7400000,14,799,3600000, Approved
641, Graduate, No,4600000,17800000,20,716,12600000, Approved
642, Graduate, Yes,7100000,20100000,16,756,8000000, Approved
643, Not Graduate, No,9300000,20100000,10,743,4800000, Approved
644, Not Graduate, No,5400000,19400000,20,731,13800000, Approved
645, Not Graduate, No,4100000,8500000,2,833,12000000, Approved
646, Not Graduate, No,4900000,11400000,8,470,12000000, Rejected
647, Graduate, Yes,5400000,21200000,20,734,7300000, Approved
648, Graduate, No,3000000,9600000,12,620,7900000, Approved
649, Not Graduate, Yes,6800000,14400000,8,812,15200000, Approved
650, Graduate, Yes,5100000,14000000,12,459,9800000, Rejected
651, Graduate, Yes,9800000,32600000,10,704,7000000, Approved
652, Graduate, Yes,1600000,4100000,6,391,4300000, Rejected
653, Graduate, No,8000000,29100000,4,421,3100000, Approved
654, Graduate, No,2900000,6700000,14,796,3800000, Approved
655, Graduate, No,9200000,30300000,10,607,24000000, Approved
656, Not Graduate, No,9500000,20400000,14,376,2300000, Rejected
657, Graduate, Yes,3700000,8500000,8,424,1900000, Rejected
658, Graduate, Yes,7100000,20800000,6,442,2900000, Rejected
659, Not Graduate, No,5600000,17600000,14,448,6700000, Rejected
660, Graduate, Yes,1200000,2700000,2,638,1500000, Approved
661, Not Graduate, No,1600000,5600000,6,710,3100000, Approved
662, Not Graduate, Yes,1600000,4800000,20,641,4200000, Approved
663, Not Graduate, No,5300000,20200000,10,348,9200000, Rejected
664, Not Graduate, No,9100000,19900000,20,519,9300000, Rejected
665, Not Graduate, Yes,9400000,35000000,10,517,10700000, Rejected
666, Not Graduate, No,5900000,22400000,6,375,6500000, Rejected
667, Graduate, Yes,1100000,3400000,10,426,300000, Rejected
668, Graduate, Yes,3100000,11500000,14,785,3200000, Approved
669, Not Graduate, No,2200000,8600000,20,373,4100000, Rejected
670, Graduate, No,6000000,20100000,6,476,13900000, Rejected
671, Graduate, Yes,2000000,5600000,18,320,2400000, Rejected
672, Graduate, No,7200000,22900000,18,657,14600000, Approved
673, Not Graduate, Yes,500000,1900000,12,868,200000, Approved
674, Not Graduate, Yes,5800000,13900000,6,345,4000000, Rejected
675, Not Graduate, No,200000,300000,6,472,400000, Rejected
676, Not Graduate, Yes,4600000,9500000,20,613,5200000, Approved
677, Not Graduate, Yes,4600000,12800000,14,769,13100000, Approved
678, Graduate, No,6500000,23100000,20,741,11400000, Approved
679, Not Graduate, Yes,4400000,16600000,14,889,800000, Approved
680, Not Graduate, Yes,900000,3600000,10,683,1400000, Approved
681, Not Graduate, Yes,3200000,7400000,18,780,4200000, Approved
682, Graduate, No,600000,1100000,8,538,500000, Rejected
683, Not Graduate, No,5200000,12600000,10,721,1100000, Approved
684, Not Graduate, Yes,6400000,15200000,14,467,15500000, Rejected
685, Not Graduate, No,1000000,2500000,6,551,1700000, Approved
686, Not Graduate, No,6800000,14800000,14,803,11300000, Approved
687, Graduate, No,3000000,8400000,10,361,7700000, Rejected
688, Not Graduate, Yes,8700000,30700000,6,708,20600000, Approved
689, Graduate, Yes,8800000,20900000,18,766,13500000, Approved
690, Not Graduate, Yes,3900000,11500000,2,464,9300000, Rejected
691, Graduate, No,1700000,4300000,2,517,100000, Rejected
692, Not Graduate, Yes,900000,2300000,6,747,1200000, Approved
693, Not Graduate, No,7200000,24700000,6,596,8800000, Approved
694, Graduate, No,9200000,25400000,2,783,25400000, Approved
695, Not Graduate, No,5700000,19400000,2,335,7400000, Approved
696, Not Graduate, Yes,1100000,2700000,4,889,1900000, Approved
697, Not Graduate, Yes,1100000,2200000,4,874,1900000, Approved
698, Graduate, Yes,6000000,23900000,4,394,6700000, Approved
699, Graduate, Yes,8100000,28500000,20,420,1500000, Rejected
700, Not Graduate, Yes,6500000,25100000,20,848,11500000, Approved
701, Graduate, Yes,7600000,17900000,16,788,1700000, Approved
702, Graduate, No,2200000,4900000,8,509,3800000, Rejected
703, Graduate, Yes,6300000,23900000,6,899,-100000, Approved
704, Not Graduate, Yes,6700000,15800000,12,466,7500000, Rejected
705, Graduate, Yes,1300000,4300000,2,595,1300000, Approved
706, Not Graduate, No,2800000,6700000,12,322,1900000, Rejected
707, Graduate, No,7000000,18900000,2,691,6300000, Approved
708, Not Graduate, Yes,8800000,26700000,10,379,10100000, Rejected
709, Graduate, No,8900000,25800000,18,531,12400000, Rejected
710, Not Graduate, No,7000000,21800000,4,631,8100000, Approved
711, Graduate, Yes,6900000,18600000,10,330,19600000, Rejected
712, Graduate, No,9200000,29200000,16,383,17700000, Rejected
713, Graduate, Yes,6100000,19700000,16,678,13700000, Approved
714, Graduate, Yes,4400000,14700000,8,894,11400000, Approved
715, Not Graduate, No,9900000,22700000,12,567,28300000, Approved
716, Not Graduate, No,3900000,14000000,4,708,700000, Approved
